timestamp,temperature_celsius,humidity_percent,gas_level_ppm,condition_label
2023-01-01 18:45:00,15.3,90.4,220.2,Foggy
2023-01-01 19:00:00,18.64,89.7,210.2,Normal
2023-01-01 19:15:00,22.74,85.5,237.0,Normal
2023-01-01 19:30:00,19.93,88.6,251.0,Normal
2023-01-01 19:45:00,15.94,89.3,152.8,Normal
2023-01-01 20:00:00,16.94,99.0,175.4,Foggy
2023-01-01 20:15:00,17.74,99.0,179.5,Foggy
2023-01-01 20:30:00,18.62,89.7,173.0,Normal
2023-01-01 20:45:00,15.15,99.0,136.5,Foggy
2023-01-01 21:00:00,14.61,99.0,179.3,Foggy
2023-01-01 21:15:00,11.86,99.0,208.2,Foggy
2023-01-01 21:30:00,15.27,95.4,190.0,Foggy
2023-01-01 21:45:00,13.67,99.0,187.3,Foggy
2023-01-01 22:00:00,14.62,99.0,175.1,Foggy
2023-01-01 22:15:00,9.87,99.0,181.3,Cold
2023-01-01 22:30:00,16.33,99.0,170.1,Foggy
2023-01-01 22:45:00,12.5,99.0,146.7,Foggy
2023-01-01 23:00:00,8.4,99.0,171.5,Cold
2023-01-01 23:15:00,10.33,99.0,177.6,Foggy
2023-01-01 23:30:00,10.56,99.0,157.3,Foggy
2023-01-01 23:45:00,9.65,99.0,140.8,Cold
2023-01-02 00:00:00,11.12,99.0,170.1,Foggy
2023-01-02 00:15:00,11.04,99.0,150.6,Foggy
2023-01-02 00:30:00,9.49,99.0,245.4,Cold
2023-01-02 00:45:00,13.94,99.0,222.1,Foggy
2023-01-02 01:00:00,15.84,88.6,147.6,Normal
2023-01-02 01:15:00,11.5,99.0,204.6,Foggy
2023-01-02 01:30:00,11.04,99.0,213.5,Foggy
2023-01-02 01:45:00,11.51,99.0,145.0,Foggy
2023-01-02 02:00:00,9.76,99.0,176.7,Cold
2023-01-02 02:15:00,12.29,99.0,155.6,Foggy
2023-01-02 02:30:00,8.58,99.0,177.1,Cold
2023-01-02 02:45:00,13.71,99.0,164.8,Foggy
2023-01-02 03:00:00,18.95,99.0,172.4,Foggy
2023-01-02 03:15:00,13.33,93.0,156.0,Foggy
2023-01-02 03:30:00,11.81,99.0,167.1,Foggy
2023-01-02 03:45:00,15.21,97.4,159.3,Foggy
2023-01-02 04:00:00,15.31,99.0,197.1,Foggy
2023-01-02 04:15:00,11.57,98.7,177.1,Foggy
2023-01-02 04:30:00,16.86,95.2,201.2,Foggy
2023-01-02 04:45:00,19.12,86.8,157.1,Normal
2023-01-02 05:00:00,19.53,93.5,155.1,Foggy
2023-01-02 05:15:00,20.85,84.3,131.6,Normal
2023-01-02 05:30:00,20.55,82.5,150.7,Normal
2023-01-02 05:45:00,22.18,70.7,174.3,Normal
2023-01-02 06:00:00,20.85,86.6,153.5,Normal
2023-01-02 06:15:00,21.78,93.7,177.4,Foggy
2023-01-02 06:30:00,18.33,83.4,187.8,Normal
2023-01-02 06:45:00,24.66,72.9,191.4,Normal
2023-01-02 07:00:00,21.73,77.0,247.4,Normal
2023-01-02 07:15:00,23.41,86.7,184.2,Normal
2023-01-02 07:30:00,22.93,82.2,163.4,Normal
2023-01-02 07:45:00,25.08,66.8,670.6,Poor Air Quality
2023-01-02 08:00:00,24.74,76.5,226.2,Normal
2023-01-02 08:15:00,25.02,66.8,209.9,Normal
2023-01-02 08:30:00,22.54,75.6,230.3,Normal
2023-01-02 08:45:00,25.0,69.8,303.7,Poor Air Quality
2023-01-02 09:00:00,27.88,54.5,207.1,Normal
2023-01-02 09:15:00,25.5,78.0,186.3,Normal
2023-01-02 09:30:00,26.16,62.1,219.8,Normal
2023-01-02 09:45:00,31.14,65.3,138.3,Normal
2023-01-02 10:00:00,27.45,66.0,153.4,Normal
2023-01-02 10:15:00,27.84,63.9,270.7,Normal
2023-01-02 10:30:00,26.02,67.8,178.9,Normal
2023-01-02 10:45:00,24.09,63.0,147.8,Normal
2023-01-02 11:00:00,25.43,63.3,205.8,Normal
2023-01-02 11:15:00,30.12,66.5,170.5,Normal
2023-01-02 11:30:00,27.19,67.0,157.0,Normal
2023-01-02 11:45:00,30.14,55.1,158.7,Normal
2023-01-02 12:00:00,26.35,68.5,178.4,Normal
2023-01-02 12:15:00,29.17,55.0,159.0,Normal
2023-01-02 12:30:00,26.03,61.9,142.8,Normal
2023-01-02 12:45:00,25.68,75.6,167.4,Normal
2023-01-02 13:00:00,30.19,59.9,234.4,Normal
2023-01-02 13:15:00,32.55,59.9,142.4,Hot
2023-01-02 13:30:00,28.28,64.7,631.6,Poor Air Quality
2023-01-02 13:45:00,27.84,59.7,133.4,Normal
2023-01-02 14:00:00,26.51,69.2,199.4,Normal
2023-01-02 14:15:00,23.76,64.3,151.3,Normal
2023-01-02 14:30:00,26.75,67.2,153.0,Normal
2023-01-02 14:45:00,24.33,64.7,163.4,Normal
2023-01-02 15:00:00,30.34,60.9,159.1,Normal
2023-01-02 15:15:00,25.02,71.0,184.7,Normal
2023-01-02 15:30:00,25.47,70.9,157.2,Normal
2023-01-02 15:45:00,23.26,84.2,165.7,Normal
2023-01-02 16:00:00,22.34,81.1,165.1,Normal
2023-01-02 16:15:00,24.37,76.6,145.0,Normal
2023-01-02 16:30:00,26.15,73.9,190.7,Normal
2023-01-02 16:45:00,22.45,70.4,221.9,Normal
2023-01-02 17:00:00,24.22,76.7,219.1,Normal
2023-01-02 17:15:00,22.51,82.1,217.0,Normal
2023-01-02 17:30:00,19.78,85.3,215.9,Normal
2023-01-02 17:45:00,20.14,82.6,248.2,Normal
2023-01-02 18:00:00,22.25,83.0,606.5,Poor Air Quality
2023-01-02 18:15:00,21.94,82.3,230.4,Normal
2023-01-02 18:30:00,25.11,75.5,225.6,Normal
2023-01-02 18:45:00,16.7,96.5,205.2,Foggy
2023-01-02 19:00:00,16.44,89.1,222.4,Normal
2023-01-02 19:15:00,16.3,96.5,207.6,Foggy
2023-01-02 19:30:00,18.35,93.4,205.0,Foggy
2023-01-02 19:45:00,18.85,99.0,159.9,Foggy
2023-01-02 20:00:00,15.27,94.3,183.6,Foggy
2023-01-02 20:15:00,15.77,90.5,193.9,Foggy
2023-01-02 20:30:00,15.41,99.0,153.8,Foggy
2023-01-02 20:45:00,13.18,99.0,179.6,Foggy
2023-01-02 21:00:00,15.43,99.0,211.2,Foggy
2023-01-02 21:15:00,11.36,98.7,169.0,Foggy
2023-01-02 21:30:00,13.82,99.0,192.2,Foggy
2023-01-02 21:45:00,16.0,99.0,170.8,Foggy
2023-01-02 22:00:00,14.76,99.0,197.0,Foggy
2023-01-02 22:15:00,14.4,99.0,192.4,Foggy
2023-01-02 22:30:00,16.35,99.0,175.0,Foggy
2023-01-02 22:45:00,11.41,99.0,184.7,Foggy
2023-01-02 23:00:00,13.17,99.0,172.1,Foggy
2023-01-02 23:15:00,15.78,99.0,171.1,Foggy
2023-01-02 23:30:00,12.6,99.0,183.4,Foggy
2023-01-02 23:45:00,13.13,99.0,166.6,Foggy
2023-01-03 00:00:00,13.04,99.0,574.0,Poor Air Quality
2023-01-03 00:15:00,11.66,99.0,189.2,Foggy
2023-01-03 00:30:00,9.37,99.0,159.5,Cold
2023-01-03 00:45:00,11.0,99.0,168.5,Foggy
2023-01-03 01:00:00,12.6,99.0,182.9,Foggy
2023-01-03 01:15:00,10.0,99.0,177.7,Cold
2023-01-03 01:30:00,11.63,99.0,171.8,Foggy
2023-01-03 01:45:00,13.68,99.0,184.8,Foggy
2023-01-03 02:00:00,14.77,99.0,677.2,Poor Air Quality
2023-01-03 02:15:00,16.34,99.0,163.4,Foggy
2023-01-03 02:30:00,12.49,99.0,152.6,Foggy
2023-01-03 02:45:00,11.93,99.0,183.1,Foggy
2023-01-03 03:00:00,14.21,88.6,164.9,Normal
2023-01-03 03:15:00,15.86,99.0,165.7,Foggy
2023-01-03 03:30:00,15.11,93.6,200.0,Foggy
2023-01-03 03:45:00,15.02,97.6,169.8,Foggy
2023-01-03 04:00:00,14.77,96.4,200.8,Foggy
2023-01-03 04:15:00,15.79,94.1,162.8,Foggy
2023-01-03 04:30:00,16.89,91.4,183.6,Foggy
2023-01-03 04:45:00,17.54,96.7,188.8,Foggy
2023-01-03 05:00:00,22.85,79.9,185.3,Normal
2023-01-03 05:15:00,16.64,90.0,193.1,Normal
2023-01-03 05:30:00,22.16,86.5,170.4,Normal
2023-01-03 05:45:00,19.77,86.4,177.4,Normal
2023-01-03 06:00:00,19.81,93.2,137.4,Foggy
2023-01-03 06:15:00,17.65,98.5,199.9,Foggy
2023-01-03 06:30:00,20.43,88.8,152.3,Normal
2023-01-03 06:45:00,23.91,70.3,249.3,Normal
2023-01-03 07:00:00,23.83,78.0,192.9,Normal
2023-01-03 07:15:00,23.49,75.7,179.1,Normal
2023-01-03 07:30:00,24.39,61.6,202.7,Normal
2023-01-03 07:45:00,25.52,71.3,208.1,Normal
2023-01-03 08:00:00,23.84,76.0,219.2,Normal
2023-01-03 08:15:00,20.58,80.4,228.5,Normal
2023-01-03 08:30:00,27.78,72.6,465.7,Poor Air Quality
2023-01-03 08:45:00,25.79,79.6,228.9,Normal
2023-01-03 09:00:00,25.82,71.1,195.7,Normal
2023-01-03 09:15:00,27.89,66.4,221.6,Normal
2023-01-03 09:30:00,25.25,70.1,219.6,Normal
2023-01-03 09:45:00,29.7,47.3,167.4,Normal
2023-01-03 10:00:00,25.83,70.8,153.4,Normal
2023-01-03 10:15:00,27.32,66.4,174.4,Normal
2023-01-03 10:30:00,27.64,74.9,176.7,Normal
2023-01-03 10:45:00,30.71,65.2,146.8,Normal
2023-01-03 11:00:00,26.96,66.4,164.5,Normal
2023-01-03 11:15:00,31.73,60.0,167.0,Normal
2023-01-03 11:30:00,30.6,62.3,172.9,Normal
2023-01-03 11:45:00,28.47,62.9,155.0,Normal
2023-01-03 12:00:00,26.22,57.4,168.2,Normal
2023-01-03 12:15:00,27.5,57.1,185.1,Normal
2023-01-03 12:30:00,24.28,65.2,175.1,Normal
2023-01-03 12:45:00,25.72,58.5,201.1,Normal
2023-01-03 13:00:00,29.86,63.4,160.1,Normal
2023-01-03 13:15:00,26.99,63.4,138.3,Normal
2023-01-03 13:30:00,30.44,56.6,140.1,Normal
2023-01-03 13:45:00,25.72,72.5,148.0,Normal
2023-01-03 14:00:00,25.76,70.4,182.0,Normal
2023-01-03 14:15:00,24.52,71.8,169.0,Normal
2023-01-03 14:30:00,26.54,66.8,165.2,Normal
2023-01-03 14:45:00,26.53,68.3,142.2,Normal
2023-01-03 15:00:00,28.73,63.3,165.2,Normal
2023-01-03 15:15:00,24.99,74.9,178.2,Normal
2023-01-03 15:30:00,26.91,63.6,160.5,Normal
2023-01-03 15:45:00,26.04,73.0,363.1,Poor Air Quality
2023-01-03 16:00:00,26.7,81.0,139.4,Normal
2023-01-03 16:15:00,25.4,71.9,153.5,Normal
2023-01-03 16:30:00,28.13,65.0,187.6,Normal
2023-01-03 16:45:00,20.64,77.9,199.2,Normal
2023-01-03 17:00:00,23.31,69.7,228.9,Normal
2023-01-03 17:15:00,20.5,75.5,255.8,Normal
2023-01-03 17:30:00,21.43,80.0,227.3,Normal
2023-01-03 17:45:00,18.79,90.0,202.9,Normal
2023-01-03 18:00:00,19.3,92.2,252.1,Foggy
2023-01-03 18:15:00,19.71,78.4,227.4,Normal
2023-01-03 18:30:00,25.41,78.8,213.6,Normal
2023-01-03 18:45:00,19.71,90.9,185.7,Foggy
2023-01-03 19:00:00,15.03,97.6,169.4,Foggy
2023-01-03 19:15:00,20.38,87.2,223.6,Normal
2023-01-03 19:30:00,18.87,88.8,233.4,Normal
2023-01-03 19:45:00,17.91,96.1,164.4,Foggy
2023-01-03 20:00:00,17.85,88.7,169.5,Normal
2023-01-03 20:15:00,16.32,96.5,193.4,Foggy
2023-01-03 20:30:00,16.8,88.2,153.9,Normal
2023-01-03 20:45:00,16.13,98.1,146.3,Foggy
2023-01-03 21:00:00,13.24,99.0,171.4,Foggy
2023-01-03 21:15:00,13.18,99.0,166.7,Foggy
2023-01-03 21:30:00,15.41,97.3,163.0,Foggy
2023-01-03 21:45:00,13.88,99.0,172.8,Foggy
2023-01-03 22:00:00,8.74,99.0,157.5,Cold
2023-01-03 22:15:00,16.26,97.7,301.7,Poor Air Quality
2023-01-03 22:30:00,13.06,99.0,171.2,Foggy
2023-01-03 22:45:00,10.09,99.0,183.0,Foggy
2023-01-03 23:00:00,9.13,99.0,162.0,Cold
2023-01-03 23:15:00,12.7,99.0,136.6,Foggy
2023-01-03 23:30:00,13.62,99.0,169.1,Foggy
2023-01-03 23:45:00,14.39,99.0,187.0,Foggy
2023-01-04 00:00:00,13.59,99.0,170.6,Foggy
2023-01-04 00:15:00,13.95,99.0,214.4,Foggy
2023-01-04 00:30:00,12.3,99.0,146.5,Foggy
2023-01-04 00:45:00,14.67,99.0,163.4,Foggy
2023-01-04 01:00:00,15.68,99.0,173.1,Foggy
2023-01-04 01:15:00,10.8,99.0,163.4,Foggy
2023-01-04 01:30:00,14.22,99.0,182.0,Foggy
2023-01-04 01:45:00,17.02,99.0,190.9,Foggy
2023-01-04 02:00:00,13.37,99.0,134.6,Foggy
2023-01-04 02:15:00,15.26,99.0,164.7,Foggy
2023-01-04 02:30:00,14.72,99.0,174.4,Foggy
2023-01-04 02:45:00,17.05,92.4,181.2,Foggy
2023-01-04 03:00:00,16.7,99.0,156.9,Foggy
2023-01-04 03:15:00,15.19,98.8,191.2,Foggy
2023-01-04 03:30:00,17.85,95.4,201.3,Foggy
2023-01-04 03:45:00,13.23,99.0,202.0,Foggy
2023-01-04 04:00:00,19.61,93.9,208.9,Foggy
2023-01-04 04:15:00,16.61,90.8,173.4,Foggy
2023-01-04 04:30:00,18.47,99.0,152.7,Foggy
2023-01-04 04:45:00,18.69,89.6,171.7,Normal
2023-01-04 05:00:00,16.06,87.9,152.1,Normal
2023-01-04 05:15:00,22.42,82.0,182.2,Normal
2023-01-04 05:30:00,22.32,80.3,168.2,Normal
2023-01-04 05:45:00,19.93,97.9,171.1,Foggy
2023-01-04 06:00:00,24.75,87.3,199.3,Normal
2023-01-04 06:15:00,22.59,78.3,155.9,Normal
2023-01-04 06:30:00,23.26,76.8,183.1,Normal
2023-01-04 06:45:00,20.82,80.2,172.8,Normal
2023-01-04 07:00:00,24.06,69.5,222.2,Normal
2023-01-04 07:15:00,25.54,77.0,194.6,Normal
2023-01-04 07:30:00,25.5,64.5,187.4,Normal
2023-01-04 07:45:00,25.31,63.2,210.8,Normal
2023-01-04 08:00:00,27.1,68.4,207.8,Normal
2023-01-04 08:15:00,22.69,61.6,231.8,Normal
2023-01-04 08:30:00,26.83,73.6,202.4,Normal
2023-01-04 08:45:00,28.22,71.7,205.8,Normal
2023-01-04 09:00:00,27.4,65.7,177.2,Normal
2023-01-04 09:15:00,29.67,62.0,207.3,Normal
2023-01-04 09:30:00,21.84,79.6,443.3,Poor Air Quality
2023-01-04 09:45:00,28.09,66.8,134.8,Normal
2023-01-04 10:00:00,25.74,70.5,183.2,Normal
2023-01-04 10:15:00,24.73,75.1,143.0,Normal
2023-01-04 10:30:00,30.0,74.6,161.7,Normal
2023-01-04 10:45:00,27.1,65.1,103.0,Normal
2023-01-04 11:00:00,27.86,73.6,164.0,Normal
2023-01-04 11:15:00,28.8,58.5,173.0,Normal
2023-01-04 11:30:00,27.5,67.1,143.8,Normal
2023-01-04 11:45:00,29.28,69.2,159.0,Normal
2023-01-04 12:00:00,28.31,65.1,160.2,Normal
2023-01-04 12:15:00,30.8,58.4,200.3,Normal
2023-01-04 12:30:00,31.11,60.8,160.0,Normal
2023-01-04 12:45:00,28.99,54.7,151.5,Normal
2023-01-04 13:00:00,31.14,61.3,160.4,Normal
2023-01-04 13:15:00,29.73,56.5,162.3,Normal
2023-01-04 13:30:00,28.23,65.4,144.5,Normal
2023-01-04 13:45:00,26.05,69.4,164.3,Normal
2023-01-04 14:00:00,28.34,65.0,162.8,Normal
2023-01-04 14:15:00,25.84,69.7,172.8,Normal
2023-01-04 14:30:00,28.03,62.9,177.8,Normal
2023-01-04 14:45:00,27.08,65.5,156.7,Normal
2023-01-04 15:00:00,30.3,64.2,124.7,Normal
2023-01-04 15:15:00,22.45,71.2,173.2,Normal
2023-01-04 15:30:00,27.78,62.0,144.2,Normal
2023-01-04 15:45:00,28.26,66.0,193.0,Normal
2023-01-04 16:00:00,24.83,78.9,166.8,Normal
2023-01-04 16:15:00,22.67,81.9,164.3,Normal
2023-01-04 16:30:00,24.23,76.3,169.7,Normal
2023-01-04 16:45:00,23.36,87.1,260.8,Normal
2023-01-04 17:00:00,24.13,77.1,227.9,Normal
2023-01-04 17:15:00,20.68,85.5,233.0,Normal
2023-01-04 17:30:00,22.84,73.3,232.0,Normal
2023-01-04 17:45:00,21.54,82.4,467.6,Poor Air Quality
2023-01-04 18:00:00,20.59,86.2,220.7,Normal
2023-01-04 18:15:00,22.51,84.3,214.7,Normal
2023-01-04 18:30:00,22.35,79.5,211.9,Normal
2023-01-04 18:45:00,18.51,88.1,214.1,Normal
2023-01-04 19:00:00,15.75,97.8,698.4,Poor Air Quality
2023-01-04 19:15:00,19.82,92.3,242.4,Foggy
2023-01-04 19:30:00,18.75,88.6,238.1,Normal
2023-01-04 19:45:00,17.73,99.0,186.8,Foggy
2023-01-04 20:00:00,17.41,98.9,157.6,Foggy
2023-01-04 20:15:00,19.98,88.3,181.4,Normal
2023-01-04 20:30:00,20.26,96.2,200.6,Foggy
2023-01-04 20:45:00,13.44,99.0,135.9,Foggy
2023-01-04 21:00:00,15.62,99.0,200.4,Foggy
2023-01-04 21:15:00,15.16,98.4,166.9,Foggy
2023-01-04 21:30:00,14.93,89.3,155.6,Normal
2023-01-04 21:45:00,14.27,95.0,158.1,Foggy
2023-01-04 22:00:00,15.06,99.0,175.6,Foggy
2023-01-04 22:15:00,14.53,98.1,158.9,Foggy
2023-01-04 22:30:00,14.07,99.0,160.7,Foggy
2023-01-04 22:45:00,9.7,99.0,184.8,Cold
2023-01-04 23:00:00,15.15,99.0,166.7,Foggy
2023-01-04 23:15:00,12.77,99.0,142.2,Foggy
2023-01-04 23:30:00,16.35,97.7,176.4,Foggy
2023-01-04 23:45:00,11.11,99.0,173.8,Foggy
2023-01-05 00:00:00,13.7,99.0,187.9,Foggy
2023-01-05 00:15:00,11.0,99.0,171.0,Foggy
2023-01-05 00:30:00,18.65,94.6,163.7,Foggy
2023-01-05 00:45:00,15.5,99.0,194.7,Foggy
2023-01-05 01:00:00,11.67,99.0,193.3,Foggy
2023-01-05 01:15:00,14.14,99.0,185.3,Foggy
2023-01-05 01:30:00,9.89,99.0,202.0,Cold
2023-01-05 01:45:00,12.18,99.0,160.2,Foggy
2023-01-05 02:00:00,12.43,99.0,172.6,Foggy
2023-01-05 02:15:00,13.24,99.0,145.6,Foggy
2023-01-05 02:30:00,11.1,99.0,186.5,Foggy
2023-01-05 02:45:00,14.68,99.0,180.1,Foggy
2023-01-05 03:00:00,13.44,99.0,151.1,Foggy
2023-01-05 03:15:00,17.03,94.8,189.7,Foggy
2023-01-05 03:30:00,12.55,95.8,147.6,Foggy
2023-01-05 03:45:00,20.75,99.0,188.4,Foggy
2023-01-05 04:00:00,15.16,92.9,145.8,Foggy
2023-01-05 04:15:00,13.33,99.0,167.4,Foggy
2023-01-05 04:30:00,16.88,99.0,190.9,Foggy
2023-01-05 04:45:00,16.76,94.9,166.2,Foggy
2023-01-05 05:00:00,16.17,94.5,201.4,Foggy
2023-01-05 05:15:00,19.84,85.8,165.5,Normal
2023-01-05 05:30:00,18.97,83.2,172.3,Normal
2023-01-05 05:45:00,17.74,94.7,153.5,Foggy
2023-01-05 06:00:00,21.77,70.2,183.2,Normal
2023-01-05 06:15:00,21.18,84.6,182.2,Normal
2023-01-05 06:30:00,23.62,78.5,178.0,Normal
2023-01-05 06:45:00,24.67,76.3,207.0,Normal
2023-01-05 07:00:00,25.26,80.0,195.6,Normal
2023-01-05 07:15:00,22.11,83.5,243.5,Normal
2023-01-05 07:30:00,24.39,79.4,214.2,Normal
2023-01-05 07:45:00,27.67,72.0,234.1,Normal
2023-01-05 08:00:00,23.65,74.4,154.9,Normal
2023-01-05 08:15:00,23.7,72.9,176.8,Normal
2023-01-05 08:30:00,28.2,67.7,206.5,Normal
2023-01-05 08:45:00,23.73,68.5,179.8,Normal
2023-01-05 09:00:00,26.64,71.4,214.7,Normal
2023-01-05 09:15:00,28.22,59.4,210.0,Normal
2023-01-05 09:30:00,25.24,71.7,226.1,Normal
2023-01-05 09:45:00,31.82,64.8,152.1,Normal
2023-01-05 10:00:00,29.9,64.2,180.0,Normal
2023-01-05 10:15:00,29.0,60.3,128.3,Normal
2023-01-05 10:30:00,28.89,58.2,148.1,Normal
2023-01-05 10:45:00,28.36,63.5,152.0,Normal
2023-01-05 11:00:00,28.47,58.7,154.3,Normal
2023-01-05 11:15:00,29.54,62.0,162.4,Normal
2023-01-05 11:30:00,28.89,71.9,156.7,Normal
2023-01-05 11:45:00,31.22,64.3,161.0,Normal
2023-01-05 12:00:00,29.7,59.0,152.2,Normal
2023-01-05 12:15:00,29.29,64.0,108.1,Normal
2023-01-05 12:30:00,26.48,58.2,161.6,Normal
2023-01-05 12:45:00,30.26,54.2,161.4,Normal
2023-01-05 13:00:00,30.96,66.9,144.8,Normal
2023-01-05 13:15:00,27.28,70.0,172.8,Normal
2023-01-05 13:30:00,29.4,60.5,125.3,Normal
2023-01-05 13:45:00,28.3,58.8,249.4,Normal
2023-01-05 14:00:00,27.76,59.7,126.4,Normal
2023-01-05 14:15:00,28.06,64.3,161.9,Normal
2023-01-05 14:30:00,25.86,73.1,179.5,Normal
2023-01-05 14:45:00,26.47,69.2,158.3,Normal
2023-01-05 15:00:00,24.47,63.9,159.3,Normal
2023-01-05 15:15:00,28.29,68.9,122.6,Normal
2023-01-05 15:30:00,26.74,59.6,177.9,Normal
2023-01-05 15:45:00,26.36,70.7,148.5,Normal
2023-01-05 16:00:00,24.54,71.6,182.0,Normal
2023-01-05 16:15:00,25.94,69.2,170.3,Normal
2023-01-05 16:30:00,23.67,68.2,163.7,Normal
2023-01-05 16:45:00,24.02,79.4,190.6,Normal
2023-01-05 17:00:00,20.14,83.1,257.1,Normal
2023-01-05 17:15:00,25.04,71.7,226.2,Normal
2023-01-05 17:30:00,20.51,80.3,215.4,Normal
2023-01-05 17:45:00,21.39,84.5,184.5,Normal
2023-01-05 18:00:00,21.67,79.2,223.4,Normal
2023-01-05 18:15:00,21.12,77.1,206.8,Normal
2023-01-05 18:30:00,19.38,88.3,254.1,Normal
2023-01-05 18:45:00,20.46,85.8,211.4,Normal
2023-01-05 19:00:00,20.98,83.8,211.5,Normal
2023-01-05 19:15:00,19.18,86.4,207.3,Normal
2023-01-05 19:30:00,20.71,85.6,224.6,Normal
2023-01-05 19:45:00,17.78,94.0,181.8,Foggy
2023-01-05 20:00:00,15.92,99.0,168.2,Foggy
2023-01-05 20:15:00,15.87,93.2,164.2,Foggy
2023-01-05 20:30:00,17.72,92.4,185.6,Foggy
2023-01-05 20:45:00,18.87,94.3,143.2,Foggy
2023-01-05 21:00:00,18.45,92.3,115.5,Foggy
2023-01-05 21:15:00,13.13,99.0,177.1,Foggy
2023-01-05 21:30:00,15.65,99.0,181.6,Foggy
